nflId,height,weight,birthDate,collegeName,officialPosition,displayName,height_inches,age
52922,5-11,196,1998-12-29,Washington,RB,Salvon Ahmed,71.0,25
52932,6-3,260,1998-01-18,North Texas,OLB,Ladarius Hamilton,75.0,26
52938,6-6,310,1997-06-04,Texas Tech,T,Terence Steele,78.0,27
52939,6-3,210,1996-02-02,Temple,SS,Sam Franklin,75.0,28
52942,6-4,231,1996-09-13,Oregon,TE,Juwan Johnson,76.0,28
52945,5-11,185,1995-07-16,Arizona,CB,Jace Whittaker,71.0,29
52962,6-4,248,1996-11-21,Maryland,TE,Tyler Mabry,76.0,28
52972,5-8,211,1997-10-06,Mississippi,RB,Scottie Phillips,68.0,27
52979,6-3,275,1997-06-12,Mississippi State,OLB,Chauncey Rivers,75.0,27
52980,5-11,188,1998-07-19,Fresno State,FS,Juju Hughes,71.0,26
52991,5-8,180,1998-01-02,Washington,CB,Myles Bryant,68.0,26
53000,5-6,185,1998-01-04,Arizona,RB,J.J. Taylor,66.0,26
53018,6-1,185,1998-06-09,Oklahoma State,CB,A.J. Green,73.0,26
53051,5-10,190,1998-08-06,Utah,CB,Javelin Guidry,70.0,26
53053,6-3,255,1998-04-17,Memphis,DE,Bryce Huff,75.0,26
53059,6-3,239,1998-05-24,Iowa,MLB,Kristian Welch,75.0,26
53063,6-3,270,1997-10-28,Texas State,C,Aaron Brewer,75.0,27
53065,6-5,255,1997-02-22,Arizona State,TE,Tommy Hudson,77.0,27
53073,6-3,290,1997-02-28,Florida International,DT,Teair Tart,75.0,27
53074,6-3,215,1997-03-21,Indiana,WR,Nick Westbrook-Ikhine,75.0,27
53079,6-1,255,1997-08-20,Toledo,FB,Reggie Gilliam,73.0,27
53091,5-11,208,1996-05-17,Oregon State,RB,Artavis Pierce,71.0,28
53098,6-2,204,1998-03-27,Tennessee,WR,Marquez Callaway,74.0,26
53172,6-3,235,1997-06-03,Indiana State,TE,Dominique Dafney,75.0,27
